367	Arcadia’s Children The Fyfield Plantation	Andrew R.  Williams	http://abroad.study-research.pt/domestic-building-surveys-williams-andrew.pdf https://link.springer.com/content/pdf/10.1007%2F978-1-349-27233-4.pdf https://read.dukeupress.edu/jmems/article-pdf/40/3/593/436045/JMEMS403_07Cornett_Fpp.pdf
368	White Collar Blackmail	Peter   Ralph	https://www.sagepub.com/sites/default/files/upm-binaries/26084_6.pdf https://www.ncjrs.gov/pdffiles1/nij/71090.pdf https://foro.masdividendos.com/uploads/default/original/2X/1/1ac922c1ecfe5b34e8a50ee0d9300748bfabee57.pdf
369	Willow	Julia Hoban	http://ftp.mediapost.com/willow_julia_hoban.pdf http://www.ftik.usm.ac.id/220B556/willow-julia-hoban-english.pdf http://recruitment.cdfipb.gov.ng/willow_julia_hoban.pdf
370	The Perks of Being a Wallflower	Stephen Chbosky	https://s3.amazonaws.com/scschoolfiles/112/the_perks_of_being_a_wallflower.pdf https://www.blindbrook.org/cms/lib/NY01913277/Centricity/Domain/130/Book%20Reviews/theperksofbeingawallflowerrachelp2014.pdf https://www.jstor.org/stable/pdf/j.ctv1wxt3t.11.pdf
371	The Death of Bunny Munro	Nick Cave	http://www.ftik.usm.ac.id/the-death-of-bunny-munro-nick-cave.pdf https://cdn.shopify.com/s/files/1/0442/4092/8925/files/the-death-of-bunny-munro-65.pdf https://cdn.shopify.com/s/files/1/0441/7267/3186/files/the-death-of-bunny-munro-3.pdf
372	The Legendary Wolf	Ammar Habib	https://link.springer.com/content/pdf/10.1057%2F9781137551412.pdf http://ead.laboro.edu.br/memories-of-my-future-by-ammar-habib-goodreads.pdf https://www.themuslim500.com/wp-content/uploads/2019/10/TheMuslim500-2020-low.pdf
373	The Lovely Bones	Alice Sebold	http://dl.lilibook.ir/2017/04/The-Lovely-Bones.pdf http://eprints.undip.ac.id/45306/2/BOOK_REVIEW_OF_ALICE_SEBPLD'S_THE_LOVELY_BONES.pdf http://files.hostgator.co.in/hostgator201172/file/2018050403.pdf
374	The Sluts	Dennis Cooper	http://profectus.dev.finezza.in/the_sluts_dennis_cooper.pdf https://pdfs.semanticscholar.org/8d9d/994aeba7600065ee2db6bdcb51bf92d93140.pdf http://ftp.mediapost.com/the_sluts_dennis_cooper.pdf
375	Marchwood Vampires, Hidden	Shalini Boland	http://ftp.ngcareers.com/hidden_marchwood_vampires_1_shalini_boland.pdf https://infoelbasani.al/b004scs738-hidden-marchwood-vampire-series-book-1-english-edition.pdf http://a83abce432f2dc180c0b8b2802aa60a1.fliptop.com.ph/hidden-marchwood-vampires-1-shalini-boland.pdf
376	Treasure Island	Robert Louis Stevenson	https://www.planetebook.com/free-ebooks/treasure-island.pdf https://www.penguin.com/static/pdf/teachersguides/treasureisland.pdf http://ads.baa.uk.com/ads_1675220476_treasure_island.pdf
377	Glue	Irvine Welsh	https://pureportal.coventry.ac.uk/files/13286464/Welsh_S_and_S_3.pdf https://www.research.ed.ac.uk/portal/files/15163804/Edin_Companion_to_Irvine_Welsh_Gender_.pdf http://theses.gla.ac.uk/74304/1/2019briandboydphd.pdf
378	The Angler and the Owl	Viv Drewa	http://alert.vcwatershed.net/coram-boy-article.pdf http://fenceanddeckdepotinc.com/business-letter-writing-service.pdf http://www.miyaki.be/writing-the-dissertation.pdf
379	And the Ass Saw the Angel	Nick Cave	https://core.ac.uk/download/pdf/231037479.pdf https://core.ac.uk/download/pdf/11595915.pdf http://linode.kenyon.edu/and_the_ass_saw_angel_nick_cave.pdf
380	Story of the Eye	Georges Bataille	http://qa.unthsc.edu/story_of_the_eye_georges_bataille.pdf https://ocw.mit.edu/courses/global-languages/21g-031j-topics-in-the-avant-garde-in-literature-and-cinema-spring-2003/assignments/MIT21G_031JS03_thestoryey.pdf http://www.gtuapp.panel.munlima.gob.pe/story_of_the_eye_georges_bataille.pdf
381	One Day in the Life of Ivan Denisovich	Aleksandr Solzhenitsyn	http://www.kkoworld.com/kitablar/aleksandr_soljenitsin_ivan_denisovichin_bir_gunu-eng.pdf http://www.glencoe.com/sec/literature/litlibrary/pdf/one_day_in_life.pdf http://www.aub.edu.lb/fas/cvsp/Documents/Solzhenitsyn.pdf
382	The Largesse of the Sea Maiden	Denis Johnson	https://clicklibrary.files.wordpress.com/2018/08/largesse-of-the-sea-maiden-the-denis-johnson.pdf https://kinggujafamily.files.wordpress.com/2020/01/the-largesse-of-the-sea-maiden-stories.pdf http://www.ftik.usm.ac.id/C3BC63C/amz-812988639-the-largesse-of-the-sea-maiden-stories.pdf
383	Frankie the Ferret	Kimberley   Paterson	http://www.demoledorcarrefour.com.ar/b07xvs1xyw-frankie-the-ferret-english-edition.pdf http://www.salemschools.org/cms/lib6/CT01000057/Centricity/Domain/32/2011_Complete_Summer_Reading_2011.pdf https://files.eric.ed.gov/fulltext/ED299570.pdf
384	The Blade Artist	Irvine Welsh	http://scottishjusticematters.com/wp-content/uploads/Pages-from-SJM_4-2_Book-Review-Blade-Artist.pdf https://arymsealaro.files.wordpress.com/2016/11/864561.pdf http://eprints.hud.ac.uk/id/eprint/34722/1/Smith%20FINAL%20THESIS.pdf
385	The Keeper, Rebirth	O.L. Ramos	http://uptown.p7.de/122482/The-Keeper-Sanctuary-The-Keeper-4-by-O.L.-Ramos.pdf https://link.springer.com/content/pdf/10.1007%2F978-3-319-92288-1.pdf https://www.mykairos.org/docs/kt/names_meanings.pdf
386	London Below, Neverwhere	Neil Gaiman	https://ddd.uab.cat/pub/brumal/brumal_a2017v5n2/brumal_a2017v5n2p85.pdf http://ieas.unideb.hu/admin/file_8697.pdf http://www.ubr.rev.unibuc.ro/wp-content/uploads/2017/12/IrinaRa%C8%9B%C4%83.pdf
387	Jesus' Son	Denis Johnson	http://lsa.umich.edu/content/dam/english-assets/migrated/honors_files/J%20SCHROEDER.pdf https://katie-giraldi.squarespace.com/s/jesusson.pdf https://1dynbbblc16.blob.core.windows.net/1dynbbblc16/QjAwMk1HQzlJNg==.pdf
388	Fear and Loathing in Las Vegas	Hunter S. Thompson	https://pdfs.semanticscholar.org/4c86/d9f40bebb780d6c98942f485c17e5405f77a.pdf http://ads.baa.uk.com/ads_7204493_fear_and_loathing_in_las_vegas_a_savage_journey_to_t.pdf http://www.ialjs.org/wp-content/uploads/2012/06/019-036_RightKindAlexander.pdf
389	Assuming Names: A Con Artist's Masquerade	Tanya Thompson	http://ead.laboro.edu.br/assuming-names-a-con-artist-s-masquerade-by-tanya-thompson.pdf http://eufacobonito.com.br/assuming_names_criminal_mischief_1_tanya_thompson.pdf http://beta.duoptic.com.ar/assuming_names_a_con_artists_masquerade_criminal_mischief_book_1.pdf
390	Franz Kafka's The Castle	David Fishelson	http://www.seapa.org/franz_kafkas_the_castle_dramatization_david_fishelson.pdf http://promocao.consul.com.br/franz_kafkas_the_castle_dramatization_david_fishelson.pdf http://shading.soundtracks.fr/franz/franz_kafkas_the_castle_dramatization_david_fishelson.pdf
391	Impulse, Impulse	Ellen Hopkins	http://www.ftik.usm.ac.id/A699092/amz-1416903577-impulse.pdf https://drpxjcswfb.firebaseapp.com/impulse-PDF-2ef3f4318.pdf http://webdisk.bangsamoro.gov.ph/VCu0UzaOkh_impulse-by-ellen-hopkins.pdf
392	The King Trilogy The Bridge To Caracas	Stephen Douglass	http://nakoipdf.dyndns.co.za/125d925d325d825d025d8/Pan-Mercedes-Bill-Hodges-Trilogy-1-by-Stephen-King.pdf https://pdfs.semanticscholar.org/e3e4/ee5ae8994ae6958eb956991bdc3d1ca299db.pdf http://dekalbalt.dekalb.k12.ga.us/Downloads/series2.pdf
393	Legend, Legend	Marie Lu	https://www.humbleisd.net/cms/lib/TX01001414/Centricity/Domain/5915/Legend%20-%20Marie%20Lu.pdf https://www.penguin.com/static/images/yr/pdf/Legend_DiscussionGuide.pdf https://cdn.ymaws.com/www.ilfonline.org/resource/resmgr/legend.pdf
394	Mystical Trash	Mary Ramsey	http://library.mibckerala.org/lms_frame/eBook/Harmless%20-%20Mystics%20(OUP).pdf http://link.springer.com/content/pdf/bbm%3A978-1-137-39444-6%2F1.pdf https://pdfs.semanticscholar.org/19f5/6f76b580d57b0a11845afabdebf5b5bbf138.pdf
395	The Dresden Files, Storm Front	Jim Butcher	http://ads.baa.uk.com/ads_451457811_storm_front_the_dresden_files.pdf http://www.ftik.usm.ac.id/C3BC63C/amz-B000WH7PLS-storm-front-the-dresden-files-book-1.pdf http://www.ftik.usm.ac.id/A699092/amz-451461975-storm-front-dresden-files-band-1.pdf
396	House of Night, Betrayed	P.C. Cast	http://nuevo.ieem.edu.uy/marked_betrayed_chosen_untamed_house_of_night_1_4_pc_cast.pdf http://ftp.mediapost.com/the_beginning_marked_and_betrayed_house_of_night_1_2_pc_cast.pdf http://nonprofits.miamifoundation.org/the_beginning_marked_and_betrayed_house_of_night_1_2_pc_cast.pdf
397	Me Before You, Me Before You	Jojo Moyes	http://digilib.uinsby.ac.id/26706/7/Filda%20Hilmia%20Adibah_A73214037.pdf https://core.ac.uk/download/pdf/268201017.pdf http://eprints.ums.ac.id/63112/3/CHAPTER%20I.pdf
398	Shutter Island	Dennis Lehane	https://www.longdom.org/open-access/shutter-island-jop-13-332.pdf https://pdfs.semanticscholar.org/d709/a9ee3b086ccfdf6c7374b79176b88b2ce2a9.pdf https://jacksonwiwo.files.wordpress.com/2019/04/shutter-island.pdf
399	Divergent, Allegiant	Veronica Roth	http://ads.baa.uk.com/ads-62024078-allegiant.pdf http://mscerdasenglish.weebly.com/uploads/8/3/7/2/83721436/allegiant.pdf http://www.ftik.usm.ac.id/A699092/amz-006202406X-allegiant-divergent.pdf
400	The End of Everything	Megan Abbott	http://3040f28f7b09dc3729b77334a132b156.demo.expel.io/the-end-of-everything-megan-abbott-pdf-download.pdf http://d7c65a38178d726ff72b99354bb9e0fd.portal.nbasblconference.org/the-end-of-everything-megan-abbott.pdf http://www.ftik.usm.ac.id/the-end-of-everything-megan-abbott.pdf
401	Number the Stars	Lois Lowry	https://www.abss.k12.nc.us/cms/lib02/NC01001905/Centricity/Domain/3797/number-the-stars-lois-lowry.pdf http://www.hickmanschools.org/uploads/1/5/4/6/15468660/garretts_number_the_stars_book_club.pdf http://wordsinplay.com/pdfs/NumberStarsLessonPlan.pdf
402	Noughts & Crosses, Checkmate	Malorie Blackman	http://ads.baa.uk.com/ads_141378662_checkmate_noughts_and_crosses.pdf http://www.anl.az/el_en/book/2015/l-40453.pdf https://holytrinitybarnsley.org/wp-content/uploads/2020/06/Noughts_And_Crosses_-_Malorie_Blackman.pdf
403	The Neverending Story	Michael Ende	http://www.bafta.org/sites/default/files/uploads/heritagehandoutneverendingstory02.pdf http://thescriptsavant.com/pdf/TheNeverEndingStory.pdf https://cdn.shopify.com/s/files/1/0458/9600/7843/files/the_neverending_story_ebook.pdf
404	Delta of Venus	Anaïs Nin	https://jenkinsmapy.files.wordpress.com/2019/07/4094.pdf http://m.jansatta.com/6tm1/03-christy-willms-md-24/3WuZD4jfk-delta-of-venus-erotica-by-ana-iuml-s-nin-0156252775.pdf http://m.jansatta.com/h84z/27-audrey-senger-3/P7iLohwfmL-delta-of-venus-erotica-2-0352302720.pdf
405	The Five People You Meet in Heaven	Mitch Albom	https://www.sta-russell.com/site/handlers/filedownload.ashx?moduleinstanceid=430&dataid=2209&FileName=The%20Five%20P-pgs%201%20to%2046.pdf http://dl.keywin.org/0/9/0974a0819121cfc161792d13b66ac4fb.pdf https://www.mitchalbom.com/wp-content/uploads/2015/10/The-Five-People-You-Meet-in-Heaven-Educators-Guide.pdf
406	Raincheck	Marlo Lanz	http://bookpublishers.ab.ca/wp-content/uploads/2017/03/Bestseller-List-Week-Ending-20170813.pdf http://www.manchesterhistory.org/News/Manchester%20Evening%20Hearld_1971-02-12.pdf https://irp-cdn.multiscreensite.com/feb21e39/files/uploaded/11292019.pdf
407	A Woman to Blame	Vincent Panettiere	https://moellerdptq.web.app/YfJcanSGjD0692733949.pdf https://pdfs.semanticscholar.org/e3e4/ee5ae8994ae6958eb956991bdc3d1ca299db.pdf https://pdfs.semanticscholar.org/08a8/9db750441dd24802d08afaedb09556ef3df2.pdf
408	Thornhill Trilogy, Entrance	J.J. Sorel	http://data.over-blog-kiwi.com/3/03/55/49/20181007/ob_7cab8d_enfold-thornhill-trilogy-book-3.pdf https://canlit.ca/wp-content/uploads/2015/09/CL177-Full-Issue.pdf https://link.springer.com/content/pdf/10.1007%2F978-0-230-00099-5.pdf
409	Claire	L.C. Conn	https://www.stclairtech.com/docs/SCT-Allison-Component-Kit-Pricing.pdf https://digital.lib.usf.edu/content/SF/S0/03/11/21/00001/B16-015.pdf https://www.st-claire.org/media/1587/122012-newsbrief-web.pdf
410	Tropic of Capricorn	Henry Miller	http://mrbeland.weebly.com/uploads/3/0/5/5/30558007/tropic_of_cancer.pdf https://fau.digital.flvc.org/islandora/object/fau%3A12652/datastream/OBJ/download/EASTERN_THEMES_IN_THE_WORK_OF_HENRY_MILLER.pdf https://shodhganga.inflibnet.ac.in/jspui/bitstream/10603/6629/11/11_chapter%206.pdf
411	The Princess Bride	William Goldman	https://www.westada.org/cms/lib8/ID01904074/Centricity/Domain/1465/William_Goldman_-_The_Princess_Bride.pdf https://www.greenvilleisd.com/cms/lib/TX01001755/Centricity/Domain/8/Pre-AP%20ELA%202%20Summer%20Assignment%202018.pdf https://www.coloradovirtuallibrary.org/wp-content/uploads/princess-bride-the.pdf
412	The Cemetery of Forgotten Books, The Shadow of the Wind	Carlos Ruiz Zafón	http://ftp.mediapost.com/the_shadow_of_wind_cemetery_forgotten_books_1_carlos_ruiz_zafon.pdf https://brownwytophotographyphoto.files.wordpress.com/2020/01/the-shadow-of-the-wind.pdf https://d2wzqffx6hjwip.cloudfront.net/text-publishing/assets/cd/81e130490611e4bea3a183d1963cb3/SHADOWOFTHEWIND_ReadingGroupNotes.pdf
413	House of Night, Chosen	P.C. Cast	http://nuevo.ieem.edu.uy/marked_betrayed_chosen_untamed_house_of_night_1_4_pc_cast.pdf https://cdn.shopify.com/s/files/1/0458/3181/5332/files/house_of_night_pc_cast_movie.pdf https://cdn.shopify.com/s/files/1/0462/6389/4174/files/cast_house_of_night.pdf
414	Kingsbridge, World Without End	Ken Follett	https://ken-follett.com/downloads/biography/Ken_Follett_A_Column_of_Fire_media_pack.pdf http://www.ftik.usm.ac.id/A699092/amz-1509848509-world-without-end-kingsbridge-series.pdf http://www.ftik.usm.ac.id/C3BC63C/amz-451228375-world-without-end.pdf
415	Life of Pi	Yann Martel	https://www.scollingsworthenglish.com/uploads/3/8/4/2/38422447/_life_of_pi_full_text_pdf.pdf http://www.ftik.usm.ac.id/F250CB6/life-of-pi-yann-martel.pdf https://media.neliti.com/media/publications/190905-EN-book-review-life-of-pi-by-yann-martel.pdf
416	Guardians	L.C. Conn	https://www.stetson.edu/law/lawreview/media/guardian-accountability-then-and-now-tracing-tenets-for-an-active-court-role.pdf https://business.ct.gov/-/media/OCPD/Bills/Bills2017/1049registrationfeespdf.pdf http://supporteddecisionmaking.com/sites/default/files/wards_of_the_state.pdf
417	The Witch of Blackbird Pond	Elizabeth George Speare	https://gyanpedia.in/Portals/0/Toys%20from%20Trash/Resources/books/witch.pdf http://www.glencoe.com/sec/literature/litlibrary/pdf/witch_of_blackbird_pond.pdf https://www.abcteach.com/free/t/thewitchofbbpond_book.pdf
418	Two-Way Street	Lauren Barnholdt	http://m.jansatta.com/lf40/25-tevin-stamm/2TA2gqUHpFOi-two-way-street-paperback-1416913181.pdf http://mojewub.benchmarkparenting.com/uploads/1/3/2/6/132680839/ponemofa_bazukebifawafi_jusunajolog_tujexelamaz.pdf http://seapa.org/two_way_street_lauren_barnholdt.pdf
419	A Thousand Acres	Jane Smiley	http://andysolomonwriter.com/wp-content/uploads/2019/12/Smiley__Jane._A_Thousand_Acres.pdf https://link.springer.com/content/pdf/10.1057%2F9781137375773_5.pdf http://www.concentric-literature.url.tw/issues/Violence/5.pdf
420	The Godfather	Mario Puzo	http://web.whistleblower.org/the_godfather_mario_puzo.pdf https://lolitadosmedia.files.wordpress.com/2014/07/godfather.pdf https://www.raindance.org/scripts/The%20Godfather%20script.pdf
421	SHADOW PANTHEON	Eric Nierstedt	http://www.digifind-it.com/westfield/leader/2017/2017-12-28.pdf http://www.digifind-it.com/westfield/leader/2016/2016-11-17.pdf http://www.goleader.com/services/2010-2019/2016/16oct06/16oct06.pdf
422	The Prophet	Kahlil Gibran	https://dotchuoinon.files.wordpress.com/2010/11/khalil-gibran-the-prophet.pdf https://www.grpl.org/wp-content/uploads/2017/05/The-Prophet.pdf https://www.holybooks.com/wp-content/uploads/The-Prophet.pdf
423	Almost Transparent Blue	Ryū Murakami	http://cdntest.hammer.ucla.edu/ryu_murakami.pdf http://67-231-249-98.static.as40244.net:8090/get/pdf/Almost%20Transparent%20Blue%20-%20Ryu%20Murakami_2132.pdf https://link.springer.com/content/pdf/10.1007%2F978-94-6300-462-6_2.pdf
424	Growth of the Soil	Knut Hamsun	http://www.kkoworld.com/kitablar/knut_hamsun_torpagin_bereketi-eng.pdf https://www.holybooks.com/wp-content/uploads/Growth-of-the-Soil-by-Knut-Hamsun.pdf https://d3l1jo9pvt5gj1.cloudfront.net/1665116be221d73ed1f94b052d156b.pdf
425	House of Night, Tempted	P.C. Cast	http://nonprofits.miamifoundation.org/tempted_house_of_night_6_pc_cast.pdf http://aac4de69064e224494465a0898663852.proxy.coderstrust.com/tempted-house-of-night-6-pc-cast.pdf http://www.ftik.usm.ac.id/A061389/tempted-house-of-night-novel.pdf
426	Sentinels: Book 1 Part 1 of The One True Child Series	L.C. Conn	http://038ea559ae2e673686d0c0f10e984e1a.my.izim.az/carling-lc-conn.pdf http://moscmm.org/pdf/Avery%20neonatology.pdf https://lms.galgotiasuniversity.edu.in/pluginfile.php/1008747/coursecat/description/Curriculum%20and%20syllabus%20for%20SMAS%202019.pdf
427	Post Office	Charles Bukowski	http://www.kkoworld.com/kitablar/carlz-bukovski-poct-idaresi-eng.pdf https://cdn.shopify.com/s/files/1/0433/9151/6826/files/sakagi.pdf https://cdn.shopify.com/s/files/1/0433/2745/5387/files/charles_bukowski_post_office.pdf
428	Oh Laxmi!	Catherine Forsayeth	http://www.cell.com/molecular-therapy-family/molecular-therapy/pdf/S1525-0016(16)45320-7.pdf https://www.cell.com/molecular-therapy-family/molecular-therapy/pdf/S1525-0016(05)01546-7.pdf https://link.springer.com/content/pdf/10.1007%2F978-3-030-04152-6.pdf
429	The Keeper, Awakening	O.L. Ramos	http://happylifeimages.com/the_awakened_book_one.pdf https://www.mykairos.org/docs/kt/names_meanings.pdf https://link.springer.com/content/pdf/10.1007%2F978-1-349-18997-7.pdf
430	The Keeper Revenge	O.L. Ramos	http://uptown.p7.de/122482/The-Keeper-Sanctuary-The-Keeper-4-by-O.L.-Ramos.pdf https://pdfs.semanticscholar.org/bcd5/bfdf49722b68d76ac676a2c6f52623de5674.pdf https://pdfs.semanticscholar.org/3556/a880df733b8e15891a0e5b63253fc7c9d212.pdf
431	Me Before You, After You	Jojo Moyes	http://www1.fidroit.fr/0718184009-me-before-you.pdf http://digilib.uinsby.ac.id/26706/7/Filda%20Hilmia%20Adibah_A73214037.pdf https://www.oasisacademysouthbank.org/uploaded/South_Bank/Curriculum/Student_Learning/Online_Library/KS3/me_before_you/01_Me_Before_You_by_Jojo_Moyes.pdf
432	Little House, Little House in the Big Woods	Laura Ingalls Wilder	https://www.fadedpage.com/link.php?file=20140841-a5.pdf http://p1cdn4static.sharpschool.com/UserFiles/Servers/Server_4477123/File/Little%20house%20in%20the%20big%20woods/74860[1].pdf https://link.springer.com/content/pdf/10.1007/BF01143044.pdf
433	Shadows of Atlantis: Awakening	Mara Powers	https://paula55cg.web.app/shadows-of-atlantis-awakening-shadows-of-atlantis-saga.pdf https://www.independentauthornetwork.com/uploads/3/9/7/9/3979996/shadows_of_atlantis_awakening_first_3_chapters.pdf http://www2.plantpono.org/the_shadow_of_atlantis_volume_1.pdf
434	Percy Jackson and the Olympians, The Last Olympian	Rick Riordan	https://spensabayalibrary.files.wordpress.com/2016/04/05_-_the_last_olympian.pdf http://ads.baa.uk.com/ads_148478233X_percy_jackson_and_the_olympians_the_last_olympian.pdf http://www.ftik.usm.ac.id/A699092/amz-B0033807C2-percy-jackson-and-the-last-olympian-book-5-percy.pdf
435	Moon Palace	Paul Auster	https://www.researchgate.net/publication/317254522_The_Art_of_Hunger_Autodestruction_and_resistance_in_Paul_Auster's_Moon_Palace/fulltext/5930cad8aca272fc55e17a6f/The-Art-of-Hunger-Autodestruction-and-resistance-in-Paul-Austers-Moon-Palace.pdf https://shodhganga.inflibnet.ac.in/jspui/bitstream/10603/226431/6/06_chapter%203.pdf http://67-231-249-98.static.as40244.net:8090/get/pdf/Moon%20Palace%20-%20Paul%20Auster_1697.pdf
436	Book of Leo: Prequel to Mystical Trash	Mary Ramsey	https://z.bwcafe.ru/20.pdf https://files.eric.ed.gov/fulltext/ED311453.pdf https://escholarship.org/content/qt0gc363fs/qt0gc363fs.pdf
437	Perfect	Tricia Copeland	https://podcast.authorplatformrocket.com/wp-content/uploads/2018/08/Transcript_EP47_APR.pdf http://ads.baa.uk.com/ads_B07RFSDH9F_sparrowood_academy_book_1_contemporary_academy_ro.pdf https://library.loudoun.gov/Portals/0/pdf/High%20School%20Short%20Stories%202012v2.pdf
438	Throne of Glass, Throne of Glass	Sarah J. Maas	http://ads.baa.uk.com/ads_1408834944_crown_of_midnight_2_throne_of_glass.pdf http://www1.reserveatlakekeowee.com/1619635178-the-assassins-blade-the-throne-of-glass-novellas.pdf http://headingleylibrary.ca/files/2017/07/Throne-of-Glass-Review.pdf
439	Stardust	Neil Gaiman	https://s3.amazonaws.com/scschoolfiles/112/stardust_-_neil_gaiman.pdf https://lost-contact.mit.edu/afs/adrake.org/usr/rkh/Books/books/gaiman/Neil%20Gaiman%20-%20Stardust.pdf http://repository.unair.ac.id/60120/1/ABSTRACT.pdf
440	Pro Truth: A Practical Plan for Putting Truth Back Into Politics	Gleb Tsipursky	https://www.protruthpledge.org/wp-content/uploads/Radio-Interview-Case-Studies-in-Rational-Communication.pdf https://innovatenewalbany.org/wp-content/uploads/2019/11/PDF-Advance-Reader-Copy-of-Never-Go-With-Your-Gut-NOT-FOR-DISTRIBUTION-5.pdf http://www.ftik.usm.ac.id/A699092/amz-262535041-post-truth-mit-press-essential-knowledge.pdf
441	Need, Need	Carrie Jones	http://ftp.ngcareers.com/need_1_carrie_jones.pdf http://6b564d038d2fde587a2b0d55e8352f59.scripts.geturgently.com/carrie-jones-need.pdf https://caldwellkevy.files.wordpress.com/2019/04/need.pdf
442	Corwint Central Agent Files, Ghost in the Machine	C.E. Kilgore	http://ac.dbmi.hms.harvard.edu/ghost_in_the_machine_corwint_central_agent_files_1_ce_kilgore.pdf http://nebaum.bio.uminho.pt/ghost_in_the_machine_corwint_central_agent_files_1_ce_kilgore.pdf http://modularscale.com/ghost_in_the_machine_corwint_central_agent_files_1_ce_kilgore.pdf
443	The V Girl: A Coming Of Age Story	Mya Robarts	https://link.springer.com/content/pdf/10.1007%2F978-3-642-18015-6.pdf http://bach-s59.wu.ac.at/1888/1/document.pdf https://www.isd622.org/cms/lib/MN01001375/Centricity/Domain/469/Book_List_by_Reading_Level.pdf
444	The Glass Castle	Jeannette Walls	https://www.houstonisd.org/cms/lib2/TX01001591/Centricity/Domain/17638/The_Glass_Castle.pdf http://ayapasuprep.weebly.com/uploads/2/1/9/6/21967966/glasscastleexcerpt.pdf http://www.fresnostate.edu/chhs/ccassc/documents/2012The-Glass-Castle.pdf
445	The New York Trilogy	Paul Auster	http://ftp.mediapost.com/city_of_glass_the_new_york_trilogy_1_paul_auster.pdf https://brill.com/downloadpdf/book/edcoll/9789042029187/B9789042029187-s014.pdf https://fortyninthparalleljournal.files.wordpress.com/2014/07/7-ramin-the-process-of-decentering.pdf
446	Dexter, Darkly Dreaming Dexter	Jeff Lindsay	https://anjanikowotech.files.wordpress.com/2020/01/darkly-dreaming-dexter.pdf https://cdn.shopify.com/s/files/1/0458/3181/5332/files/dearly_devoted_dexter_pdf_free_download.pdf https://cdn.shopify.com/s/files/1/0431/5686/5173/files/47443324142.pdf
447	Holes, Holes	Louis Sachar	http://www.hayatschool.com/kuwait/articles/holes_by_louis_sachar1.pdf https://www.scholastic.com/content/dam/teachers/lesson-plans/migrated-files-in-body/holes-bookfiles.pdf http://www.dtdl.org/wp-content/uploads/Holes.pdf
448	Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto	Chuck Klosterman	http://www.ftik.usm.ac.id/C3BC63C/amz-743236017-sex-drugs-and-cocoa-puffs-a-low-culture-manifesto.pdf http://autos.cbslocal.com/ycvi/26-ms-janessa-hagenes/docs-sex-drugs-and-cocoa-puffs-a-low-culture-manifest-9780743236010.pdf https://hernandezdome.files.wordpress.com/2019/04/sex-drugs-and-cocoa-puffs-a-low-culture-manifesto.pdf
449	Hell's Angels: A Strange and Terrible Saga	Hunter S. Thompson	https://toleratedindividuality.files.wordpress.com/2015/10/hells-angels-a-strange-and-terrible-saga.pdf https://www.researchgate.net/publication/304272019_Working_Through_Hunter_S_Thompson's_Strange_and_Terrible_Saga/fulltext/577daa6f08aeaee3b27e4534/Working-Through-Hunter-S-Thompsons-Strange-and-Terrible-Saga.pdf http://www.ftik.usm.ac.id/hells_angels_hunter_s_thompson.pdf
450	Inkworld, Inkheart	Cornelia Funke	http://www.nutricity.com/inkheart_inkworld_1_cornelia_funke.pdf http://testsrs.ucsf.edu/inkdeath.inkworld.3.cornelia.funke.pdf http://testsrs.ucsf.edu/the.inkheart.trilogy.inkspell.inkdeath.inkworld.1.3.cornelia.funke.pdf
451	Chronicles of Narnia, The Voyage of the Dawn Treader	C.S. Lewis	http://www.samizdat.qc.ca/arts/lit/PDFs/VoyageoftheDawnTreader_CSL.pdf http://www.cslewis.org/resources/studyguides/Answer%20Key%20-%20The%20Voyage%20of%20the%20Dawn%20Treader.pdf http://ads.baa.uk.com/ads_B00ALKNFJC_the_voyage_of_the_dawn_treader_the_chronicles_of.pdf
452	Discworld, #2; Rincewind The Light Fantastic	Terry Pratchett	http://testsrs.ucsf.edu/the.light.fantastic.discworld.2.terry.pratchett.pdf http://testsrs.ucsf.edu/the.light.fantastic.discworld.novel.2.discworld.series.pdf http://f241751705f8bfb4aadcd7fed5d1b42f.profilkes.dinkes.kalbarprov.go.id/the-light-fantastic-discworld-novel-2-discworld-series.pdf
453	His Dark Materials, The Subtle Knife 	Philip Pullman	http://lgnavigators.weebly.com/uploads/5/8/5/2/58521739/his_dark_materials_omnibus.pdf https://core.ac.uk/download/pdf/84464155.pdf https://core.ac.uk/download/pdf/19566741.pdf
454	Gentleman Bastard, The Lies of Locke Lamora	Scott Lynch	http://1.droppdf.com/files/oFPeA/the-gentleman-bastard-series-3-book-bundle-scott-lynch.pdf http://testsrs.ucsf.edu/lies.locke.lamora.gentleman.bastards.pdf http://ads.baa.uk.com/ads_055358894X_the_lies_of_locke_lamora.pdf
455	Chronicles of Narnia, The Horse and His Boy	C.S. Lewis	http://www.samizdat.qc.ca/arts/lit/PDFs/Horse%26HisBoy_CSL.pdf http://ads.baa.uk.com/ads_7588542_the_horse_and_his_boy_the_chronicles_of_narnia_band.pdf http://testsrs.ucsf.edu/the.horse.and.his.boy.the.chronicles.of.narnia.book.3.pdf
456	Red Russia	Tanya Thompson	http://ead.laboro.edu.br/red-russia-book-by-tanya-thompson-thriftbooks.pdf http://ead.laboro.edu.br/red-russia-ebook-thompson-tanya-amazon-com-au-kindle-store.pdf http://www.ftik.usm.ac.id/A699092/amz-957379501-russia.pdf
